Timestamp,Latitude,Longitude,Fix Quality,Fix Quality Text,Num Satellites,PRN,SNR,Elevation,Azimuth
2025-08-12 15:24:09,1.4136579999999999,103.91418083333333,1,Unknown,05,32,09,24,317
2025-08-12 15:24:09,1.4136579999999999,103.91418083333333,1,Unknown,05,28,12,52,237
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,12,16,23,085
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,10,15,23,347
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,23,21,44,034
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,25,21,42,117
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,32,07,24,317
2025-08-12 15:24:22,1.4137831666666667,103.91425483333333,1,Unknown,06,28,10,52,237
2025-08-12 15:24:35,1.4138016666666666,103.91424633333334,1,Unknown,05,12,16,23,084
2025-08-12 15:24:35,1.4138016666666666,103.91424633333334,1,Unknown,05,10,13,23,348
2025-08-12 15:24:35,1.4138016666666666,103.91424633333334,1,Unknown,05,23,20,44,034
2025-08-12 15:24:35,1.4138016666666666,103.91424633333334,1,Unknown,05,25,21,42,117
2025-08-12 15:24:35,1.4138016666666666,103.91424633333334,1,Unknown,05,32,10,24,317
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,12,18,23,084
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,10,10,23,348
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,23,19,45,035
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,25,19,42,117
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,32,08,24,318
2025-08-12 15:24:48,1.4138035,103.914404,1,Unknown,05,24,16,09,032
2025-08-12 15:25:01,1.4138821666666668,103.91445116666667,1,Unknown,07,23,15,45,035
2025-08-12 15:25:01,1.4138821666666668,103.91445116666667,1,Unknown,07,25,15,42,117
2025-08-12 15:25:01,1.4138821666666668,103.91445116666667,1,Unknown,07,12,16,23,084
2025-08-12 15:25:14,1.4138108333333332,103.91437733333333,1,Unknown,04,23,13,45,035
2025-08-12 15:25:14,1.4138108333333332,103.91437733333333,1,Unknown,04,29,11,15,161
2025-08-12 15:25:14,1.4138108333333332,103.91437733333333,1,Unknown,04,25,14,42,117
2025-08-12 15:25:14,1.4138108333333332,103.91437733333333,1,Unknown,04,12,17,23,084
2025-08-12 15:25:27,1.4137721666666667,103.91442833333333,1,Unknown,05,23,16,45,035
2025-08-12 15:25:27,1.4137721666666667,103.91442833333333,1,Unknown,05,29,14,15,161
2025-08-12 15:25:27,1.4137721666666667,103.91442833333333,1,Unknown,05,25,17,43,116
2025-08-12 15:25:27,1.4137721666666667,103.91442833333333,1,Unknown,05,12,18,23,084
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,12,16,23,084
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,23,16,45,035
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,25,16,43,116
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,29,12,15,161
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,32,15,24,318
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,28,11,52,238
2025-08-12 15:25:41,1.4136796666666667,103.91438,1,Unknown,04,24,07,09,032
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,12,20,23,084
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,23,16,45,035
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,25,20,43,116
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,29,15,15,161
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,32,11,24,318
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,28,14,52,238
2025-08-12 15:25:54,1.4136253333333333,103.914368,1,Unknown,07,24,10,09,032
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,12,20,23,084
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,23,16,45,035
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,25,18,43,116
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,29,16,15,161
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,32,11,24,318
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,28,15,52,238
2025-08-12 15:26:07,1.4136063333333333,103.9144025,1,Unknown,06,24,13,09,032
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,12,20,23,084
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,23,20,45,036
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,25,18,43,116
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,18,N/A,N/A,N/A
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,29,16,15,160
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,32,11,24,319
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,28,15,53,239
2025-08-12 15:26:20,1.4135975,103.91442983333333,1,Unknown,07,24,12,08,032
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,12,21,23,084
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,23,20,45,036
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,25,16,43,116
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,18,N/A,N/A,N/A
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,28,15,53,239
2025-08-12 15:26:33,1.4136911666666667,103.91443266666667,1,Unknown,07,29,16,15,160
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,10,12,24,348
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,12,21,23,083
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,23,20,45,036
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,25,18,43,116
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,18,N/A,N/A,N/A
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,32,09,24,319
2025-08-12 15:26:46,1.4137293333333334,103.91445366666667,1,Unknown,06,28,08,53,239
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,12,23,23,083
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,23,19,45,036
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,25,15,43,115
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,18,N/A,N/A,N/A
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,28,16,53,239
2025-08-12 15:26:59,1.4136986666666667,103.91452716666667,1,Unknown,06,29,08,15,160
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,10,14,24,348
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,12,26,23,083
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,23,19,45,036
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,25,14,43,115
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,18,N/A,N/A,N/A
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,32,14,24,319
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,28,12,53,240
2025-08-12 15:27:12,1.4135728333333333,103.91460666666667,1,Unknown,06,29,11,15,160
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,12,27,23,083
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,10,16,24,348
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,23,17,45,036
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,32,14,24,319
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,28,13,53,240
2025-08-12 15:27:25,1.4138116666666667,103.91459066666667,1,Unknown,08,29,12,15,160
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,12,27,23,083
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,10,16,24,349
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,23,14,45,036
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,25,17,43,115
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,18,N/A,N/A,N/A
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,32,16,24,319
2025-08-12 15:27:38,1.4139203333333334,103.91456733333334,1,Unknown,07,29,08,15,160
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,12,26,23,083
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,10,15,24,349
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,25,13,43,115
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,29,11,15,160
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,32,17,24,319
2025-08-12 15:27:51,1.41402,103.9145535,1,Unknown,08,24,07,08,032
2025-08-12 15:28:04,1.4140483333333334,103.914551,1,Unknown,06,32,17,24,319
2025-08-12 15:28:04,1.4140483333333334,103.914551,1,Unknown,06,25,09,43,115
2025-08-12 15:28:04,1.4140483333333334,103.914551,1,Unknown,06,24,13,08,032
2025-08-12 15:28:04,1.4140483333333334,103.914551,1,Unknown,06,12,25,23,083
2025-08-12 15:28:17,1.4140478333333333,103.91448483333333,1,Unknown,06,23,15,45,037
2025-08-12 15:28:17,1.4140478333333333,103.91448483333333,1,Unknown,06,29,17,15,160
2025-08-12 15:28:17,1.4140478333333333,103.91448483333333,1,Unknown,06,24,11,08,032
2025-08-12 15:28:17,1.4140478333333333,103.91448483333333,1,Unknown,06,12,25,23,082
2025-08-12 15:28:30,1.4138948333333334,103.91439233333334,1,Unknown,04,12,23,23,082
2025-08-12 15:28:30,1.4138948333333334,103.91439233333334,1,Unknown,04,10,09,24,349
2025-08-12 15:28:30,1.4138948333333334,103.91439233333334,1,Unknown,04,23,10,46,037
2025-08-12 15:28:30,1.4138948333333334,103.91439233333334,1,Unknown,04,32,09,24,319
2025-08-12 15:28:30,1.4138948333333334,103.91439233333334,1,Unknown,04,29,17,15,160
2025-08-12 15:28:43,1.413797,103.9144,1,Unknown,06,12,22,23,082
2025-08-12 15:28:43,1.413797,103.9144,1,Unknown,06,23,09,46,037
2025-08-12 15:28:43,1.413797,103.9144,1,Unknown,06,25,13,43,114
2025-08-12 15:28:43,1.413797,103.9144,1,Unknown,06,32,16,24,320
2025-08-12 15:28:43,1.413797,103.9144,1,Unknown,06,29,18,15,159
2025-08-12 15:28:56,1.4137546666666667,103.91443583333333,1,Unknown,05,25,09,43,114
2025-08-12 15:28:56,1.4137546666666667,103.91443583333333,1,Unknown,05,29,18,15,159
2025-08-12 15:28:56,1.4137546666666667,103.91443583333333,1,Unknown,05,24,13,07,032
2025-08-12 15:28:56,1.4137546666666667,103.91443583333333,1,Unknown,05,12,23,23,082
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,12,22,23,082
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,10,15,25,349
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,25,09,43,114
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,29,16,15,159
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,32,10,24,320
2025-08-12 15:29:09,1.4137461666666666,103.9144995,1,Unknown,04,24,07,07,032
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,12,24,23,082
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,10,15,25,349
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,23,12,46,038
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,25,11,43,114
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,32,14,24,320
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,28,08,53,241
2025-08-12 15:29:22,1.4136655,103.91419933333333,1,Unknown,05,29,15,14,159
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,10,19,25,349
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,12,22,23,082
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,23,11,46,038
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,25,17,43,114
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,18,N/A,N/A,N/A
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,32,16,24,320
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,28,08,53,241
2025-08-12 15:29:35,1.4136853333333335,103.91420416666666,1,Unknown,07,29,17,14,159
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,10,16,25,349
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,12,21,23,082
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,23,11,46,038
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,25,19,43,114
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,18,N/A,N/A,N/A
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,29,14,14,159
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,32,19,24,320
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,28,09,53,241
2025-08-12 15:29:48,1.4138071666666667,103.91429416666666,1,Unknown,08,24,09,07,032
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,12,22,23,082
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,10,10,25,349
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,23,12,46,038
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,25,21,43,113
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,32,12,24,320
2025-08-12 15:30:01,1.413858,103.914416,1,Unknown,08,24,12,07,032
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,12,20,23,082
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,10,13,25,349
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,25,20,43,113
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,29,10,14,159
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,28,10,54,242
2025-08-12 15:30:14,1.4138966666666666,103.9143965,1,Unknown,07,24,12,07,032
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,12,23,23,082
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,25,21,43,113
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,29,12,14,159
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,32,12,24,320
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,28,15,54,242
2025-08-12 15:30:27,1.4140103333333334,103.9144965,1,Unknown,07,24,12,07,032
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,12,23,23,081
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,23,18,46,038
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,25,19,43,113
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,18,N/A,N/A,N/A
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,29,18,14,159
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,32,18,24,320
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,28,10,54,242
2025-08-12 15:30:40,1.4140188333333334,103.91453566666667,1,Unknown,07,24,10,07,032
2025-08-12 15:30:53,1.4139286666666666,103.9144875,1,Unknown,08,12,22,23,081
2025-08-12 15:30:53,1.4139286666666666,103.9144875,1,Unknown,08,23,17,46,038
2025-08-12 15:30:53,1.4139286666666666,103.9144875,1,Unknown,08,25,19,43,113
2025-08-12 15:30:53,1.4139286666666666,103.9144875,1,Unknown,08,18,N/A,N/A,N/A
2025-08-12 15:30:53,1.4139286666666666,103.9144875,1,Unknown,08,29,14,14,159
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,10,09,25,349
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,12,21,23,081
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,23,20,46,038
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,25,17,43,113
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,18,N/A,N/A,N/A
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,29,19,14,159
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,32,08,24,321
2025-08-12 15:31:06,1.4138573333333333,103.91441716666667,1,Unknown,05,24,11,07,032
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,12,20,23,081
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,10,11,25,350
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,23,16,46,038
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,25,22,43,113
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,29,17,14,159
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,32,08,24,321
2025-08-12 15:31:19,1.4136816666666667,103.91429733333334,1,Unknown,08,24,13,07,032
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,12,16,23,081
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,10,15,25,350
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,25,20,43,113
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,29,18,14,159
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,32,07,24,321
2025-08-12 15:31:32,1.4136413333333333,103.91429083333334,1,Unknown,07,24,09,06,033
